,asin,summary
971,B008C2KV48,Exciting traditional fantasy with really cool magic Tall on description but hazy on solid main character Good Read Good Story
972,B008DEZPZA,The Human Side of Vampires
973,B008E17TYW,"Good series, read them all Good Series and frankly it ain't all that good with whats happening over here Seventh in series. Four Stars read this series It's a fast and fun read good book but to much sex. Love this series! absolute awsomeness!"
974,B008E7JZT8,"Lions Rule! Very Good Story! Longggg Enjoyable.....but To Journey in the Year of the Tiger, 1 of series Very Interesting, Not A Shifter Story but Shifter-ish Good Book Japanese Big Cat people Lions, Tigers all big cats Richly imagined world A SyFy Novel of the Far Future The Journey in the Year of the Tiger excellent, very different fantasy. Tedious and depressing I have mixed feelings on the story, but find it hard to put down. Enjoyable new series and a very good read! Really good but..... Discrimination in a  Feudal Asian Feline World great Three Stars"
975,B008E9HVDS,Where decisions of the heart and brain cross team blue sky A short but sweet look into a half-elf's life How Blue Sky becomes Tinker's ward. Loved it Blue Sky love the universe but needed another editing pass Nice little short story Another story in the Tinker Universe What is Blue Sky's Story Great short story
976,B008EDUPNW,Engaging The Problem with Black Magic Loved it Roller coaster fun Problems A pleasant surprise
977,B008EGEOW2,"Reading and reviewing books The Island (Fallen Earth Book 1) Review Interesting apocalypse Five Stars Ok, not worth paying for. Good Series. One Star Too Slow Two Stars Two Stars"
978,B008EIZIYI,What was that? Action packed Five Stars A SyFy Novel of a Futuristic Pirate Who Should Have Been Captain Kidd
979,B008EJBNDM,"Comet Clement series is a very good story. Kept hoping for the holes in the story to be filled. Uninvited This is a GREAT series! Uninvited looking for 9 lots of action Interesting plots good imagination. great books buy it A lot happens in a short time Five Stars Probably one of the more ""edge of your seat"" books ... Another good read in this series. I can never wait for the next book. Will ... Just gotta see what happens Great read. I have finsihed the series and come ... Can't wait for the next book Uninvited (Comet Clement #8) JUMPED THE SHARK Character development is scant Great series Comet Clement Series Review I can't believe I have read this far! Loved it Great series Good story Uninvited Disappointing Great book series. Decent story but read better Great suspense"
980,B008ELAZJ8,"Not worth the time Disappointing at best Cliffhanger On to.the next book Paranoid fantasy Like Tomorrow's News Interesting Enough Read, But . . . Southern society affected by corruption.... An Apocalypse Novel/War Exist Between the Drug Cartels and  US Citizens"
981,B008FW92N6,Review of FLAWED GODS Great Fantasy with interesting Protagonist.
982,B008GOH21W,Start of an interesting series It is an awesome book! Im not going to give anything away ...
983,B008IG6FGG,Love It!
984,B008IJMD6Y,Five Stars The Shadow Eater
985,B008IJW68O,Decent series of post apoloyptic america Excellent read. Well worth the time and the effort The Bunker Series The Bunker 2 the bunker #2
986,B008LG78XW,The Emerald Isle
987,B008MFVPBI,bondage book
988,B008MNDPFY,Full of Action and Adventure - Hard to catch your breath Stone Heart is a well written story Stone Heart (Heart of the Staff) - My Review interesting story but tedious.
989,B008NWXK0O,I simply love this series Great inside look to the boys.
990,B008NXEQ92,Great read Alternate History
991,B008PDZPPY,As good as the first book Another lesbian romance Five Stars Good reading and good story line. a step in a great series. Read in order a continuation of the people in the Kinsella Universe
992,B008PK2GL8,"Better Aliens continue to attack. All Stephen writes is a fun read, nothing deep sci fi AMP is better, but to get there more of the same Very good, excellent writing Five Stars etimes a bit farfetched but I love this style of swashbuckling Five Stars Sodium 3: FUSION ~~Battle for Earth~~ Have Read the Whole Series author: one who is the source of some form of intellectual or creative work Enjoyable science fiction series It's Getting Better All The Time Salt a new source of energy Another good space adventure Edge of your seat SODIUM Continues to Entertain Omega Series Again, I hope I like his easy reading style with lots of action War is hell and the most horrible things continue to happen."
993,B008QN9UC2,Great alternate history with fantasy thrown in Pretty good read
994,B008QXS8T8,"EXCELLENT!!!! Loved it Legend of the ir'lndicti Oh Ashe, How I wish I could hug you Enjoyable book Sucked in again! Great Series! Another Great Read Great book Five Stars Awesomeness Five Stars"
995,B008QZAACO,"OK The Wizard And The Dragon Pretty Concise, Does something novel The Wizard and the Dragon A very entertaining story great twist Absorbing read Great! Quick Read robuster If you like stories about wizards and dragons, this is for you. Great story."
996,B008R0IZH0,"Love the series so far Season 3 of Yesterday Gone is a wild ride. Another great read! Well Done Who's who and where the heck are we. Episodes 13-18 Solid entry in the series! Excellent Series Five Stars Lots of surprises til the end. you don't want to miss it I love this serialised notion CONTINUING GREATNESS FROM WRIGHT AND PLATT! Excellent Book, I had to read it as soon ... This is a great series but... I really like this way of writing.. Yesterday's Gone continues to please Wow wow LOVE THIS SERIES Fell in love immediately Better than LOST This season made me physically ill. Great Job! ok ending... Love it! good but not as good as first two seasons clears a lot up"
997,B008R9YUCU,Very nice book Love this book great story line I'm hooked When is the fourth book coming? wonderful
998,B008RDRDKC,"Wow Good, but more teaser than independent story A supernatural short story of witches"
999,B008RGN11O,Evil in about to bring a kingdom down... Okay
1000,B008S1VH5K,"A fun read! Go,Go,Go Another legend of books is born, like starship troopers, but amazing in its own right! An ""authentic"" experience C.R.O.W. exceeds exceptions Realistic Military Sci-Fi In A Brutal War Well worth the read time. New Earth is red. A Good Read British take on military scifi is all military, very little scifi, and not that much combat till the end LONG. Poor Character Development NICE START Five Stars Very likely a classic war novel Four Stars I felt as if I were there. if you like military SIFI.... life in the trenches This is a good read. Greast read Relentless violence Great story - Very good Nasty battles, in nasty conditions, too realistic for the writer not to be intimate with war. Interesting story and good plot C. R. O. W. Great Combat Military SF Book OK but with many issues The kind of book you want to keep reading. Great read ..W.D. Wall The Wrath of war is ugly WOW!!!!!!!!!!!!!!!!!! Excellent! WOW the future of FNG Not so much sci-fi as soldier story New worlds old battles Excellent Novel Very good military science fiction Don't be fooled by the free sample CROW was busy with action Boyo Ya'll Can Tell. He is not a. Bloody YANK Mil SciFi with fish 'n chips Slow and gritty military SF Fantastic Like the movie Platoon but in the future! British can write SF When is the next book in this series? Kind of a Starship Troopers vibe, without the political prosetylizing Took awhile to get started C..R.O.W. Better than expected Well Done No too bad. cant put it down Good military syfi Gritty and dripping with realism Well done recruit view of war Poorly written... deleted from Kindle Gritty Realistic Army Drama set in Space Marines Great Story Telling totally engrossing. Three Stars Phillip Richards is on my watchlist and advance order list. Need I say more? Two Stars Five Stars"
1001,B008SHCBCW,I really wanted to love this book. great story Beasts of the Walking Cities Not for me Interesting BEASTS Good for Kids different type of tale
1002,B008TSWYNQ,didn't live up to it's potential Interesting take on mythology Love Grace Murphy!!! Great book
1003,B008TVOO5O,Fun space adventures of a young woman
1004,B008UAQUFQ,"great What's in your mind ""Little Witch""? The characters grow on you"
1005,B008UDGGXO,"Mellow I am still a Joe Vasicek fan Resonates with our times. Reaches me personally. Just a bridge Four Stars Not great Good story, keeps moving, interesting characters Eh.  Lot of potential, lack of execution.  Excellent proofreading, though."
1006,B008V1YHYU,"O the wicked tail we weave when we first practice to deceive! an interesting study in civility or the lack thereof Midshipman (David Birkenhead Series) Fun but a little Preachy A very good book & read... 15-year old Stubborn vs. century old bigotry - who wins? Enjoyable by anyone who reads Midshipman its ok...maybe the next series book will pick the story up Gripping Weird but entertaining Great Story Simple, entertaining I liked the Idea but it advanced to slowly with too much repetition. Short, but a good tale Great book Too different! need more universe  details to avoid confusion Ok, but not really my thing. Five Stars nice continuation space opera and coming of age story"
